시도,시군구,기준년도,2020,2021,2022,2023,2024,2020,,,,,,,,,,,,2021,,,,,,,,,,,,2022,,,,,,,,,,,,2023,,,,,,,,,,,,2024,,,,,,,,,,,
시도,시군구,기준년도,합계,합계,합계,합계,합계,0시~2시,2시~4시,4시~6시,6시~8시,8시~10시,10시~12시,12시~14시,14시~16시,16시~18시,18시~20시,20시~22시,22시~24시,0시~2시,2시~4시,4시~6시,6시~8시,8시~10시,10시~12시,12시~14시,14시~16시,16시~18시,18시~20시,20시~22시,22시~24시,0시~2시,2시~4시,4시~6시,6시~8시,8시~10시,10시~12시,12시~14시,14시~16시,16시~18시,18시~20시,20시~22시,22시~24시,0시~2시,2시~4시,4시~6시,6시~8시,8시~10시,10시~12시,12시~14시,14시~16시,16시~18시,18시~20시,20시~22시,22시~24시,0시~2시,2시~4시,4시~6시,6시~8시,8시~10시,10시~12시,12시~14시,14시~16시,16시~18시,18시~20시,20시~22시,22시~24시
인천,서구,사망[명],1,7,8,5,9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,1,1,0,0,1,0,1,1,1,0,2,1,1,0,1,1,0,0,0,1,0,0,0,0,0,1,1,1,0,1,0,1,1,0,0,0,3,0,0,0,2,0,2,1
인천,서구,부상[명],183,184,184,213,200,4,4,4,12,16,27,23,15,35,19,17,7,1,1,10,26,23,17,34,22,23,17,9,1,7,6,3,12,22,25,32,25,32,10,8,2,3,5,15,14,26,25,25,27,19,32,15,7,6,5,8,13,23,25,30,25,33,17,7,8
인천,서구,(중상자[명]),52,64,55,63,70,1,2,2,4,5,10,5,4,8,6,3,2,0,0,3,10,10,5,6,12,4,12,2,0,2,1,1,3,5,5,9,14,8,3,3,1,0,1,4,5,9,7,9,6,7,10,3,2,0,3,5,3,9,9,10,7,15,4,4,1
인천,연수구,사고[건],66,49,55,75,69,1,1,1,3,4,11,10,11,8,5,8,3,2,1,2,4,4,8,7,9,5,2,3,2,3,4,2,4,3,6,8,6,6,3,4,6,5,1,1,9,9,10,11,13,5,4,1,6,2,0,4,4,4,8,11,7,11,12,5,1
인천,연수구,사망[명],2,1,2,4,3,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1
인천,연수구,부상[명],72,51,60,74,74,1,1,1,4,5,13,11,11,9,4,9,3,2,1,2,5,4,8,7,10,5,2,3,2,4,4,3,5,3,6,9,6,7,3,4,6,5,1,1,10,9,9,10,11,7,4,1,6,2,0,4,4,6,10,12,7,11,13,5,0
인천,연수구,(중상자[명]),30,25,18,26,25,0,0,1,1,3,5,7,6,4,0,3,0,1,1,2,4,2,4,2,5,2,0,1,1,1,1,0,3,2,2,4,3,0,0,1,1,2,0,1,4,5,4,5,2,1,0,1,1,1,0,2,2,1,3,3,2,3,8,0,0
인천,계양구,사고[건],107,108,74,99,106,2,2,8,4,8,23,11,17,13,10,5,4,1,0,6,4,15,16,19,13,15,10,5,4,3,0,2,3,5,13,14,12,9,5,5,3,3,3,4,14,11,9,11,9,13,10,7,5,0,1,5,8,10,17,15,16,11,10,8,5
인천,계양구,사망[명],1,2,3,2,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,1
인천,계양구,부상[명],108,114,73,103,114,3,2,8,4,8,24,11,16,13,10,5,4,2,0,6,4,17,16,21,13,16,10,5,4,3,0,2,3,5,13,12,12,9,5,6,3,3,4,4,15,11,10,12,9,14,9,7,5,0,1,4,8,12,17,17,23,11,10,7,4
인천,계양구,(중상자[명]),34,40,19,35,30,0,0,3,1,3,6,5,5,2,2,5,2,1,0,2,3,5,5,3,7,5,6,1,2,2,0,1,0,2,4,1,3,1,2,2,1,0,1,2,4,3,6,7,4,3,3,1,1,0,0,3,3,2,3,4,4,2,4,2,3
인천,강화군,사고[건],55,54,56,60,74,1,0,1,3,7,7,11,8,6,8,2,1,0,0,1,3,7,9,8,11,8,6,1,0,1,0,1,6,2,12,11,10,5,5,3,0,0,1,0,2,12,5,8,9,10,10,2,1,2,0,1,1,11,11,10,16,8,9,5,0
인천,강화군,사망[명],6,6,6,4,5,0,0,0,0,1,0,1,1,0,3,0,0,0,0,0,2,1,2,0,0,1,0,0,0,1,0,0,0,0,0,2,2,0,0,1,0,0,0,0,0,2,0,1,0,0,1,0,0,0,0,0,1,2,1,0,0,0,1,0,0
인천,강화군,부상[명],55,55,62,69,78,2,0,1,3,6,7,13,7,6,7,2,1,0,0,1,1,6,8,9,14,8,7,1,0,0,0,1,6,2,16,14,10,6,5,2,0,0,1,0,3,12,6,8,11,15,10,2,1,2,0,1,0,9,12,14,18,8,8,6,0
인천,강화군,(중상자[명]),29,20,28,32,28,2,0,0,2,4,3,6,4,3,3,1,1,0,0,1,0,4,4,4,2,0,4,1,0,0,0,1,2,1,7,6,6,3,0,2,0,0,0,0,1,8,3,1,5,8,5,0,1,2,0,1,0,3,5,3,7,4,1,2,0
인천,옹진군,사고[건],9,8,8,8,10,0,0,0,3,1,1,0,2,0,2,0,0,0,0,0,0,2,1,3,2,0,0,0,0,0,0,0,0,0,3,0,2,2,1,0,0,0,0,0,0,1,3,1,0,1,2,0,0,0,0,0,0,3,4,0,1,0,1,0,1
인천,옹진군,사망[명],1,1,1,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
인천,옹진군,부상[명],10,10,7,9,11,0,0,0,4,1,1,0,2,0,2,0,0,0,0,0,0,3,2,3,2,0,0,0,0,0,0,0,0,0,2,0,2,2,1,0,0,0,0,0,0,1,3,1,0,2,2,0,0,0,0,0,0,3,6,0,1,0,1,0,0
인천,옹진군,(중상자[명]),2,4,4,5,6,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,2,0,1,0,1,0,0,0,0,0,0,1,2,0,0,2,0,0,0,0,0,0,0,2,3,0,0,0,1,0,0
광주,합계,사고[건],1044,1047,1122,1162,1195,12,10,39,69,128,167,128,158,141,109,61,22,13,11,32,69,131,147,123,173,160,109,46,33,19,6,37,73,146,169,164,157,149,126,57,19,18,11,29,83,153,179,152,141,181,114,69,32,19,11,32,75,164,176,162,163,182,142,49,20
광주,합계,사망[명],19,23,34,18,15,1,0,3,4,1,4,0,1,1,3,1,0,1,1,3,3,3,1,2,2,4,1,2,0,0,0,1,6,3,4,2,5,3,6,2,2,0,1,0,2,0,3,2,1,4,2,3,0,0,0,2,3,2,1,1,3,1,1,0,1
광주,합계,부상[명],1126,1145,1220,1284,1355,12,11,40,67,143,181,143,171,157,115,64,22,12,10,30,72,142,163,147,188,180,121,45,35,20,6,38,73,169,184,185,176,164,129,59,17,18,11,33,89,168,202,167,163,202,125,74,32,21,11,38,77,178,194,201,201,208,153,53,20
광주,합계,(중상자[명]),278,269,304,269,314,0,3,8,32,31,47,29,44,40,31,9,4,2,0,9,24,40,41,27,53,31,27,10,5,6,2,16,18,46,44,44,43,35,31,17,2,2,1,6,24,39,41,38,41,27,35,5,10,2,3,17,26,42,50,51,44,41,22,12,4
광주,동구,사고[건],109,122,134,114,111,1,1,3,7,15,21,14,20,16,6,1,4,1,1,2,7,21,19,15,16,21,9,7,3,4,0,2,7,24,20,22,19,12,15,7,2,3,1,3,3,10,22,15,18,19,11,6,3,0,2,2,6,19,17,20,14,13,14,3,1
광주,동구,사망[명],1,4,3,3,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0
광주,동구,부상[명],117,126,147,116,119,2,1,3,8,16,22,14,21,18,6,2,4,1,1,2,6,20,20,18,18,22,9,6,3,4,0,2,7,26,24,25,23,12,17,6,1,3,1,3,3,10,22,15,19,20,11,6,3,0,2,2,5,20,18,19,16,16,17,3,1
광주,동구,(중상자[명]),24,33,36,27,27,0,0,2,3,4,0,2,5,4,4,0,0,0,0,2,4,8,5,4,3,3,2,2,0,1,0,0,2,7,5,6,8,2,2,3,0,1,0,1,0,5,4,6,6,2,1,1,0,0,1,1,0,7,4,4,2,5,2,0,1
광주,서구,사고[건],234,198,232,269,311,2,2,9,9,27,37,41,28,35,28,10,6,2,3,9,10,24,24,19,36,30,20,12,9,5,2,9,19,36,30,26,26,29,29,18,3,5,3,10,19,37,35,39,31,48,24,12,6,7,7,10,16,48,48,36,42,38,37,16,6
광주,서구,사망[명],2,2,7,2,3,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,2,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0
광주,서구,부상[명],262,220,252,308,363,2,2,10,8,29,44,45,32,44,31,9,6,2,3,9,10,25,26,27,42,34,20,13,9,5,2,9,15,49,33,28,30,32,28,18,3,5,3,14,20,42,40,41,40,55,29,13,6,7,7,11,16,53,54,51,60,43,39,16,6
광주,서구,(중상자[명]),54,51,60,56,91,0,0,3,0,6,8,11,7,8,9,1,1,1,0,2,1,7,5,8,12,4,8,2,1,1,1,4,2,13,10,5,6,7,7,4,0,0,0,1,5,10,7,11,8,5,7,0,2,0,2,5,9,12,16,15,13,6,9,4,0
광주,북구,사고[건],306,335,367,381,395,2,4,14,17,36,51,45,42,32,28,28,7,6,5,9,19,36,46,44,54,54,37,15,10,5,1,12,17,41,67,59,55,55,33,14,8,4,4,10,32,52,67,40,39,58,35,26,14,9,1,7,27,59,54,60,58,58,39,15,8
광주,북구,사망[명],7,7,13,8,6,0,0,3,0,0,2,0,1,1,0,0,0,1,1,1,1,0,0,0,0,2,0,1,0,0,0,1,2,2,4,0,2,0,1,0,1,0,1,0,1,0,2,0,0,2,1,1,0,0,0,1,1,1,0,0,2,0,1,0,0
광주,북구,부상[명],331,367,393,426,433,2,5,13,18,40,55,52,47,35,28,29,7,5,4,8,22,41,53,50,60,58,40,14,12,5,1,13,16,43,71,65,60,62,34,16,7,4,3,10,34,57,79,46,45,66,38,30,14,11,1,7,29,64,57,73,63,66,39,15,8
광주,북구,(중상자[명]),79,74,88,93,91,0,3,1,9,11,15,12,8,7,7,5,1,0,0,2,5,12,14,7,16,8,4,5,1,1,0,5,3,4,15,16,14,14,10,4,2,1,1,2,10,14,17,6,16,8,12,1,5,1,0,3,9,11,11,17,14,13,4,6,2
광주,광산구,사고[건],242,264,262,256,237,5,2,8,23,21,32,18,44,45,24,17,3,3,2,7,19,35,34,33,49,40,28,9,5,4,0,7,18,29,31,41,44,37,34,12,5,4,3,6,15,34,37,40,32,46,23,10,6,2,1,10,19,20,32,27,36,44,35,7,4
광주,광산구,사망[명],3,5,9,4,2,0,0,0,2,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,2,3,1,2,1,0,0,0,0,0,0,1,0,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
광주,광산구,부상[명],255,293,294,277,281,5,2,9,21,26,32,19,44,47,29,18,3,3,2,6,20,37,38,41,49,48,35,9,5,4,0,7,21,34,35,48,50,42,35,13,5,4,4,6,17,37,39,43,36,50,25,10,6,2,1,14,19,22,36,32,49,50,41,11,4
광주,광산구,(중상자[명]),70,74,80,57,60,0,0,1,11,2,12,1,17,17,5,2,2,0,0,2,9,8,10,6,16,11,10,0,2,1,0,3,6,18,8,12,13,10,7,2,0,0,0,2,5,4,10,8,5,11,7,2,3,1,0,7,5,4,10,9,9,11,3,1,0
광주,남구,사고[건],153,128,127,142,141,2,1,5,13,29,26,10,24,13,23,5,2,1,0,5,14,15,24,12,18,15,15,3,6,1,3,7,12,16,21,16,13,16,15,6,1,2,0,0,14,20,18,18,21,10,21,15,3,1,0,3,7,18,25,19,13,29,17,8,1
광주,남구,사망[명],6,5,2,1,2,1,0,0,1,0,1,0,0,0,3,0,0,0,0,0,0,0,1,2,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0
광주,남구,부상[명],161,139,134,157,159,1,1,5,12,32,28,13,27,13,21,6,2,1,0,5,14,19,26,11,19,18,17,3,6,2,3,7,14,17,21,19,13,16,15,6,1,2,0,0,15,22,22,22,23,11,22,15,3,1,0,4,8,19,29,26,13,33,17,8,1
광주,남구,(중상자[명]),51,37,40,36,45,0,0,1,9,8,12,3,7,4,6,1,0,1,0,1,5,5,7,2,6,5,3,1,1,2,1,4,5,4,6,5,2,2,5,4,0,0,0,0,4,6,3,7,6,1,8,1,0,0,0,1,3,8,9,6,6,6,4,1,1
대전,합계,사고[건],1096,1075,1105,1241,1310,23,9,32,81,131,147,151,159,151,105,75,32,15,11,34,72,141,157,136,156,161,104,54,34,30,10,47,79,132,134,150,171,136,118,69,29,20,13,40,90,160,176,141,184,189,120,83,25,23,16,40,86,165,201,168,184,167,132,83,45
대전,합계,사망[명],27,27,20,33,18,1,0,3,4,1,1,4,4,2,2,4,1,1,0,0,5,0,6,5,3,2,2,3,0,0,0,2,3,3,2,2,3,0,3,2,0,0,1,5,1,7,2,5,3,4,1,3,1,1,0,1,3,2,2,0,3,2,3,0,1
대전,합계,부상[명],1202,1159,1212,1360,1471,22,9,36,84,145,166,173,174,167,113,81,32,16,11,40,71,154,164,149,172,174,113,57,38,31,15,47,87,162,141,160,187,148,128,74,32,20,13,40,102,165,205,152,219,207,126,87,24,26,16,45,89,182,235,196,206,197,137,96,46
대전,합계,(중상자[명]),399,350,346,391,387,5,5,12,32,58,56,54,67,45,38,21,6,1,3,18,30,48,58,40,52,49,27,12,12,6,3,11,30,52,50,50,43,43,32,18,8,3,3,16,27,51,64,42,54,65,40,24,2,1,3,13,30,45,66,46,58,52,34,28,11
대전,동구,사고[건],200,223,209,270,262,3,0,3,12,22,25,33,31,36,19,12,4,4,1,9,9,26,21,30,29,44,31,15,4,3,1,7,12,25,20,36,39,20,25,15,6,1,3,9,17,33,37,29,33,52,33,19,4,5,3,11,18,32,35,46,27,36,29,16,4
대전,동구,사망[명],5,8,9,6,2,0,0,0,1,0,0,1,1,0,1,1,0,0,0,0,0,0,1,1,2,0,1,3,0,0,0,0,3,0,2,1,2,0,1,0,0,0,0,1,0,1,1,0,0,1,0,2,0,0,0,0,0,0,0,0,1,1,0,0,0
대전,동구,부상[명],212,245,216,302,306,3,0,3,11,24,26,35,33,39,20,14,4,5,1,11,10,29,24,31,35,49,31,15,4,3,1,7,10,30,20,36,38,21,27,16,7,1,3,10,22,32,53,30,40,53,37,17,4,5,3,14,20,36,40,56,29,45,31,23,4
대전,동구,(중상자[명]),80,73,62,91,82,0,0,2,3,9,11,11,13,17,10,3,1,0,0,4,5,11,13,10,8,12,6,4,0,0,0,0,3,10,4,15,10,7,7,6,0,0,0,5,6,11,15,10,10,16,10,8,0,0,2,2,6,10,15,11,5,15,10,6,0
대전,중구,사고[건],249,223,232,232,256,4,3,8,20,33,35,31,39,35,28,11,2,4,2,4,12,28,37,38,34,29,21,9,5,4,1,7,16,32,30,29,34,31,24,19,5,5,1,4,20,27,39,23,36,39,19,16,3,3,3,7,17,34,41,33,46,35,22,6,9
대전,중구,사망[명],8,5,3,6,5,0,0,1,1,1,0,2,1,1,1,0,0,1,0,0,1,0,2,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,3,0,1,0,0,0,1,0,0,1,0,1,0,1,0,0,0,1
대전,중구,부상[명],279,239,251,253,280,4,3,9,19,37,41,35,42,42,30,14,3,4,2,6,12,29,38,43,37,33,21,9,5,4,4,6,16,37,30,30,41,33,24,21,5,5,2,3,21,29,45,21,40,44,19,21,3,2,3,9,16,37,47,37,49,42,23,7,8
대전,중구,(중상자[명]),94,70,72,81,74,1,2,4,9,15,12,12,12,15,10,2,0,1,2,2,5,8,16,11,11,7,6,0,1,2,0,2,7,9,12,10,8,8,6,6,2,1,0,1,11,10,21,6,6,14,7,4,0,0,0,3,4,9,15,7,12,10,7,3,4
대전,서구,사고[건],309,253,312,350,375,6,2,13,19,40,42,37,47,35,26,27,15,4,4,11,21,33,33,34,36,29,26,12,10,16,4,17,21,40,37,30,47,37,32,19,12,6,6,14,20,44,52,36,59,49,26,27,11,7,4,7,26,51,60,38,49,43,41,30,19
대전,서구,사망[명],9,6,6,11,3,0,0,2,1,0,1,0,1,1,0,3,0,0,0,0,1,0,1,3,0,1,0,0,0,0,0,1,0,2,0,0,1,0,0,2,0,0,1,3,0,2,1,1,0,2,0,1,0,0,0,0,0,0,1,0,0,0,2,0,0
대전,서구,부상[명],333,266,331,370,425,6,2,13,22,43,48,43,52,35,28,26,15,4,4,12,20,36,35,37,36,30,30,12,10,17,5,17,23,39,38,32,51,41,35,19,14,6,5,13,24,46,54,38,69,50,27,27,11,8,4,7,29,59,65,44,60,53,42,33,21
대전,서구,(중상자[명]),118,95,102,107,97,2,0,3,11,18,18,15,24,8,8,8,3,0,1,5,9,12,9,12,15,14,9,4,5,1,3,4,9,14,16,11,12,16,8,3,5,0,2,4,2,14,16,12,21,14,13,9,0,0,1,2,9,12,17,10,15,11,5,11,4
대전,유성구,사고[건],213,224,204,230,246,8,2,7,16,24,27,30,24,26,23,16,10,2,3,7,17,28,37,22,31,44,15,10,8,5,4,9,16,22,26,31,32,24,20,12,3,5,0,7,18,34,29,31,31,32,25,14,4,8,2,10,14,32,34,30,35,31,20,23,7
대전,유성구,사망[명],1,6,2,4,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0
대전,유성구,부상[명],242,248,244,261,274,8,2,7,18,29,31,39,28,29,24,18,9,2,3,8,16,31,38,25,37,46,19,12,11,5,5,9,17,42,30,36,37,28,19,13,3,5,0,7,18,37,33,37,41,39,26,15,3,11,2,11,15,35,43,35,36,33,22,24,7
대전,유성구,(중상자[명]),71,55,59,63,71,1,2,3,8,8,7,10,12,4,10,4,2,0,0,4,3,3,11,6,10,8,5,2,3,2,0,3,4,14,8,9,7,5,5,2,0,1,0,2,5,11,5,8,8,13,7,2,1,1,0,4,4,8,9,11,14,10,2,7,1
대전,대덕구,사고[건],125,152,148,159,171,2,2,1,14,12,18,20,18,19,9,9,1,1,1,3,13,26,29,12,26,15,11,8,7,2,0,7,14,13,21,24,19,24,17,4,3,3,3,6,15,22,19,22,25,17,17,7,3,0,4,5,11,16,31,21,27,22,20,8,6
대전,대덕구,사망[명],4,2,0,6,6,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,1,2,1,0,0,1,0,1,0,0
대전,대덕구,부상[명],136,161,170,174,186,1,2,4,14,12,20,21,19,22,11,9,1,1,1,3,13,29,29,13,27,16,12,9,8,2,0,8,21,14,23,26,20,25,23,5,3,3,3,7,17,21,20,26,29,21,17,7,3,0,4,4,9,15,40,24,32,24,19,9,6
대전,대덕구,(중상자[명]),36,57,51,49,63,1,1,0,1,8,8,6,6,1,0,4,0,0,0,3,8,14,9,1,8,8,1,2,3,1,0,2,7,5,10,5,6,7,6,1,1,1,1,4,3,5,7,6,9,8,3,1,1,0,0,2,7,6,10,7,12,6,10,1,2
울산,합계,사고[건],550,605,606,727,742,11,9,16,40,68,83,71,81,70,52,27,22,14,7,23,38,68,93,88,84,78,58,33,21,13,6,16,45,74,82,79,86,91,62,28,24,11,9,15,50,102,109,106,108,83,69,36,29,9,11,31,59,104,97,89,105,108,80,34,15
울산,합계,사망[명],16,17,11,15,25,0,0,0,4,1,4,2,1,1,2,0,1,2,2,0,2,0,2,2,0,3,4,0,0,0,1,0,2,1,1,2,2,1,1,0,0,0,0,2,2,2,3,1,0,3,2,0,0,0,3,4,2,3,3,1,2,1,4,2,0
울산,합계,부상[명],585,633,648,795,803,11,9,16,40,75,92,79,84,75,53,29,22,12,5,27,37,72,103,93,90,79,61,33,21,13,5,17,48,84,91,88,89,96,63,29,25,11,9,13,49,114,127,121,126,86,72,38,29,9,8,27,60,116,106,107,111,123,82,38,16
울산,합계,(중상자[명]),224,256,261,287,300,7,6,7,16,35,32,21,32,32,15,12,9,5,3,14,20,30,39,35,35,30,24,14,7,5,3,6,22,33,37,32,38,37,25,13,10,1,2,2,21,47,41,48,38,31,31,16,9,2,4,15,25,48,47,31,39,43,29,13,4
울산,중구,사고[건],105,125,138,168,169,3,1,5,7,13,16,15,14,13,9,6,3,1,2,3,9,13,23,20,15,13,9,14,3,0,1,5,10,17,23,17,21,17,17,8,2,2,0,4,12,33,27,20,27,17,12,6,8,2,2,5,10,28,24,16,27,24,21,8,2
울산,중구,사망[명],2,3,1,2,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
울산,중구,부상[명],116,129,149,184,187,3,1,5,8,19,17,16,15,13,10,6,3,1,1,4,9,13,26,23,15,12,8,14,3,0,1,5,10,19,26,17,24,19,17,9,2,2,0,4,12,35,30,24,32,18,13,6,8,2,2,5,10,31,29,19,29,28,22,8,2
울산,중구,(중상자[명]),49,59,65,60,70,3,0,3,3,8,6,5,6,8,4,2,1,0,1,3,7,9,9,9,3,6,4,7,1,0,1,3,2,9,12,7,11,7,6,6,1,1,0,0,4,17,11,7,7,6,4,2,1,1,1,4,5,14,12,5,8,9,8,3,0
울산,남구,사고[건],179,173,150,204,211,3,3,7,10,25,33,22,20,24,13,10,9,0,2,8,14,20,31,23,21,18,19,8,9,2,1,6,11,15,17,17,19,29,17,6,10,5,4,5,14,25,30,25,26,32,21,7,10,4,2,10,13,28,26,20,32,35,26,10,5
울산,남구,사망[명],5,5,3,2,9,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,2,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,1,3,2,0
울산,남구,부상[명],181,179,155,215,212,3,3,7,10,27,34,22,19,25,12,11,8,0,1,9,13,22,32,24,23,19,19,8,9,2,0,6,11,16,19,20,19,29,17,6,10,5,4,3,14,28,34,26,28,34,22,7,10,4,2,9,13,29,28,20,34,36,24,8,5
울산,남구,(중상자[명]),77,66,53,88,86,1,2,1,4,15,15,7,6,13,5,5,3,0,1,4,7,6,13,9,9,3,6,4,4,0,0,1,6,6,8,3,5,10,7,2,5,0,0,1,7,12,11,12,13,13,11,3,5,0,1,5,6,12,14,7,13,15,8,3,2
울산,동구,사고[건],68,73,78,88,71,2,1,1,6,12,8,10,14,3,5,4,2,3,1,3,5,6,13,10,7,14,7,2,2,6,2,0,0,13,13,9,13,8,11,2,1,2,3,1,5,9,14,17,14,7,9,4,3,1,1,4,10,10,9,6,6,12,6,5,1
울산,동구,사망[명],0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
울산,동구,부상[명],77,74,80,93,78,2,1,1,6,12,12,11,15,4,7,4,2,3,1,4,5,6,12,10,7,16,6,2,2,6,2,0,0,14,13,10,13,8,11,2,1,2,3,1,6,10,17,17,15,6,9,4,3,1,1,3,11,10,9,7,6,17,7,5,1
울산,동구,(중상자[명]),32,39,37,44,44,1,1,1,2,7,5,2,6,1,2,2,2,2,0,3,3,4,6,3,5,10,2,1,0,3,1,0,0,6,6,5,5,4,5,1,1,0,2,1,2,5,10,12,3,2,6,1,0,1,1,2,6,4,5,5,5,8,3,3,1
울산,북구,사고[건],79,96,111,103,111,1,2,1,8,8,12,10,11,14,8,0,4,6,1,4,3,13,10,20,14,12,8,4,1,2,1,3,11,12,11,14,14,20,8,6,9,1,2,5,9,13,10,12,12,11,14,9,5,0,5,7,11,8,14,17,18,15,10,3,3
울산,북구,사망[명],5,3,2,1,6,0,0,0,1,0,1,2,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,2,0,0,0,0
울산,북구,부상[명],82,106,127,115,117,1,2,1,8,8,14,9,12,16,7,0,4,5,1,5,3,15,12,21,16,13,10,4,1,2,1,3,13,13,12,20,15,23,9,6,10,1,2,5,8,17,13,15,12,12,14,11,5,0,3,5,12,9,15,19,19,16,12,3,4
울산,북구,(중상자[명]),20,37,49,32,31,0,2,0,3,1,2,1,6,2,1,0,2,2,0,1,1,3,5,9,6,3,6,0,1,1,0,2,6,3,4,7,9,7,4,4,2,0,0,0,3,4,2,3,4,4,5,5,2,0,1,4,1,2,5,4,6,3,5,0,0
울산,울주군,사고[건],119,138,129,164,180,2,2,2,9,10,14,14,22,16,17,7,4,4,1,5,7,16,16,15,27,21,15,5,6,3,1,2,13,17,18,22,19,17,9,6,2,1,0,0,10,22,28,32,29,16,13,10,3,2,1,5,15,30,24,30,22,22,17,8,4
울산,울주군,사망[명],4,4,5,9,9,0,0,0,2,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,1,0,2,2,0,0,0,0,0,0,0,1,2,1,1,0,2,2,0,0,0,1,0,2,3,1,1,0,0,1,0,0
울산,울주군,부상[명],129,145,137,188,209,2,2,2,8,9,15,21,23,17,17,8,5,3,1,5,7,16,21,15,29,19,18,5,6,3,1,3,14,22,21,21,18,17,9,6,2,1,0,0,9,24,33,39,39,16,14,10,3,2,0,5,14,37,25,42,23,26,17,14,4
울산,울주군,(중상자[명]),46,55,57,63,69,2,1,2,4,4,4,6,8,8,3,3,1,1,1,3,2,8,6,5,12,8,6,2,1,1,1,0,8,9,7,10,8,9,3,0,1,0,0,0,5,9,7,14,11,6,5,5,1,0,0,0,7,16,11,10,7,8,5,4,1
세종,합계,사고[건],111,95,137,191,159,0,0,3,8,22,15,11,17,19,13,2,1,2,1,0,10,12,10,13,10,17,16,2,2,0,0,3,11,20,20,13,20,20,21,6,3,3,1,2,18,29,26,16,31,30,22,13,0,2,0,2,16,25,19,19,23,30,15,5,3
세종,합계,사망[명],2,4,9,7,3,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2,0,0,1,1,0,0,0,0,0,0,0,0,2,3,0,1,0,2,0,1,0,0,0,1,1,1,0,1,1,2,0,0,0,0,0,1,0,2,0,0,0,0,0,0
세종,합계,부상[명],120,97,135,211,170,0,0,3,8,23,16,12,20,22,13,2,1,2,1,0,11,13,11,12,9,18,16,2,2,0,0,3,12,18,18,14,20,20,20,7,3,3,1,2,22,31,29,16,33,40,20,14,0,2,0,2,15,26,21,21,25,31,17,7,3
