시도,시군구,기준년도,2020,2021,2022,2023,2024,2020,,,,,,,,,,,,2021,,,,,,,,,,,,2022,,,,,,,,,,,,2023,,,,,,,,,,,,2024,,,,,,,,,,,
시도,시군구,기준년도,합계,합계,합계,합계,합계,0시~2시,2시~4시,4시~6시,6시~8시,8시~10시,10시~12시,12시~14시,14시~16시,16시~18시,18시~20시,20시~22시,22시~24시,0시~2시,2시~4시,4시~6시,6시~8시,8시~10시,10시~12시,12시~14시,14시~16시,16시~18시,18시~20시,20시~22시,22시~24시,0시~2시,2시~4시,4시~6시,6시~8시,8시~10시,10시~12시,12시~14시,14시~16시,16시~18시,18시~20시,20시~22시,22시~24시,0시~2시,2시~4시,4시~6시,6시~8시,8시~10시,10시~12시,12시~14시,14시~16시,16시~18시,18시~20시,20시~22시,22시~24시,0시~2시,2시~4시,4시~6시,6시~8시,8시~10시,10시~12시,12시~14시,14시~16시,16시~18시,18시~20시,20시~22시,22시~24시
전남,광양시,(중상자[명]),37,40,34,41,33,0,0,0,3,10,8,0,4,8,3,0,1,0,0,0,8,6,4,7,6,5,3,1,0,0,0,1,3,6,7,4,7,2,3,1,0,0,0,1,2,11,6,4,2,10,4,1,0,0,0,2,2,13,3,4,2,2,3,1,1
전남,담양군,사고[건],103,101,96,88,91,0,0,1,5,13,16,19,22,13,13,1,0,1,0,1,9,13,18,11,20,17,7,2,2,1,1,0,3,20,22,16,8,12,8,5,0,1,1,0,6,9,12,19,15,15,6,3,1,0,1,0,3,12,16,14,22,12,9,2,0
전남,담양군,사망[명],4,3,4,4,7,0,0,0,0,1,1,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,2,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,3,0,2,0,0
전남,담양군,부상[명],127,116,111,100,113,0,0,1,5,13,20,23,31,19,14,1,0,1,0,2,11,13,21,16,22,19,8,1,2,0,0,0,4,22,27,20,9,15,7,7,0,1,1,0,4,10,17,21,21,15,6,3,1,0,1,0,2,14,23,15,28,18,9,3,0
전남,담양군,(중상자[명]),34,40,47,29,32,0,0,0,2,4,8,5,6,5,4,0,0,1,0,1,5,6,8,4,9,4,1,0,1,0,0,0,2,12,7,7,6,9,1,3,0,0,0,0,4,2,2,7,7,4,3,0,0,0,0,0,2,5,7,5,5,5,3,0,0
전남,곡성군,사고[건],52,36,44,40,42,1,0,0,2,10,11,11,5,6,4,2,0,0,0,1,2,9,7,10,4,2,1,0,0,0,1,0,2,6,11,7,8,4,3,2,0,0,0,2,1,9,10,2,7,4,4,1,0,0,1,1,2,7,6,7,6,5,5,0,2
전남,곡성군,사망[명],4,3,6,3,4,0,0,0,0,0,2,0,1,0,1,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,1,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,2,0,1,0,1,0,0,0
전남,곡성군,부상[명],54,47,54,44,44,1,0,0,3,10,9,13,4,8,3,3,0,0,0,0,3,14,11,12,4,2,1,0,0,0,0,0,1,8,18,7,11,4,4,1,0,0,0,1,1,11,10,1,10,5,4,1,0,0,1,1,2,7,7,7,7,4,6,0,2
전남,곡성군,(중상자[명]),25,25,23,16,19,0,0,0,2,5,5,5,0,3,2,3,0,0,0,0,2,8,4,7,3,1,0,0,0,0,0,0,0,2,13,3,2,1,1,1,0,0,0,0,1,2,3,1,4,3,1,1,0,0,0,0,1,4,2,3,2,2,4,0,1
전남,구례군,사고[건],43,46,50,53,43,0,0,0,3,3,7,9,11,5,3,2,0,1,1,0,4,4,6,6,9,9,3,2,1,0,0,0,2,13,8,8,9,7,3,0,0,1,0,0,1,3,10,11,9,14,3,1,0,0,0,0,1,6,12,7,8,4,4,1,0
전남,구례군,사망[명],5,1,2,3,3,0,0,0,1,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0
전남,구례군,부상[명],52,51,54,71,49,0,0,0,3,4,12,10,13,7,1,2,0,1,2,0,5,4,6,7,9,10,4,2,1,0,0,0,2,13,8,9,10,7,5,0,0,1,0,0,5,5,13,12,13,17,4,1,0,0,0,0,1,6,12,10,8,4,7,1,0
전남,구례군,(중상자[명]),26,12,24,21,18,0,0,0,3,3,5,5,5,5,0,0,0,0,0,0,0,2,1,4,1,3,0,0,1,0,0,0,1,6,5,5,3,1,3,0,0,0,0,0,0,1,5,3,6,5,1,0,0,0,0,0,1,0,6,2,2,3,3,1,0
전남,고흥군,사고[건],161,138,131,97,71,0,1,8,12,25,30,18,26,28,11,0,2,0,2,1,7,24,28,30,20,15,10,0,1,0,0,2,11,29,23,22,21,15,7,1,0,0,1,1,13,19,17,14,11,12,5,3,1,1,0,1,7,13,8,11,9,11,7,2,1
전남,고흥군,사망[명],12,9,5,8,8,0,0,2,1,3,1,1,2,1,1,0,0,0,0,1,0,1,1,4,1,0,1,0,0,0,0,0,0,1,1,1,2,0,0,0,0,0,0,0,1,3,1,0,0,1,1,1,0,1,0,0,1,1,0,2,0,2,1,0,0
전남,고흥군,부상[명],178,159,144,109,70,0,1,6,12,29,39,19,28,30,12,0,2,0,3,0,9,25,30,41,22,17,11,0,1,0,0,2,12,31,24,25,26,16,7,1,0,0,1,1,13,17,20,19,15,14,6,2,1,0,0,1,7,14,9,11,10,9,6,2,1
전남,고흥군,(중상자[명]),73,65,75,56,44,0,0,4,6,8,7,14,16,9,7,0,2,0,1,0,5,11,14,16,8,4,6,0,0,0,0,1,9,20,11,8,12,8,6,0,0,0,1,0,7,9,9,11,5,8,3,2,1,0,0,1,5,10,4,9,5,4,4,1,1
전남,보성군,사고[건],118,88,73,90,76,1,0,0,8,23,19,19,14,18,9,5,2,0,0,2,9,12,19,10,13,15,5,3,0,0,0,1,5,11,10,15,10,12,5,2,2,0,1,2,6,12,18,12,9,17,9,3,1,0,0,5,5,18,14,12,6,8,5,3,0
전남,보성군,사망[명],8,11,4,7,4,0,0,0,0,1,3,0,1,1,0,1,1,0,0,0,3,0,1,2,4,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,1,1,1,1,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0
전남,보성군,부상[명],128,110,80,106,90,1,0,0,8,26,19,21,18,20,9,5,1,0,0,4,6,19,25,12,13,21,7,3,0,0,0,1,6,15,12,16,11,11,4,2,2,0,1,1,6,11,25,11,15,21,11,3,1,0,0,5,6,22,16,17,7,9,6,2,0
전남,보성군,(중상자[명]),56,38,28,24,34,1,0,0,3,11,5,9,9,10,6,2,0,0,0,0,1,8,9,5,6,4,4,1,0,0,0,1,2,6,5,5,5,3,1,0,0,0,0,0,3,2,3,3,3,6,2,2,0,0,0,3,3,5,6,7,3,4,1,2,0
전남,화순군,사고[건],89,99,80,82,97,1,2,0,3,16,18,10,15,12,6,4,2,0,1,0,11,15,18,10,10,19,13,2,0,0,0,1,6,15,15,13,11,9,8,2,0,1,0,2,10,9,16,10,13,10,8,1,2,1,0,3,3,18,15,19,14,7,12,4,1
전남,화순군,사망[명],5,3,1,4,4,0,0,0,0,1,2,0,1,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,2,0,0,0,0
전남,화순군,부상[명],115,121,98,109,108,1,3,0,4,19,24,14,24,15,5,4,2,0,1,0,10,22,23,11,10,27,15,2,0,0,0,1,8,15,18,19,13,11,10,3,0,1,0,2,8,10,22,19,17,14,13,1,2,1,0,3,3,21,14,21,14,8,15,7,1
전남,화순군,(중상자[명]),33,40,30,31,41,1,0,0,1,6,8,2,6,4,1,3,1,0,1,0,2,6,11,3,4,6,7,0,0,0,0,0,4,5,7,7,2,2,2,1,0,0,0,0,3,4,4,7,6,2,3,1,1,0,0,2,0,6,8,8,7,2,6,2,0
전남,장흥군,사고[건],106,105,105,92,99,1,0,2,10,25,24,14,14,9,4,3,0,0,1,2,8,21,20,14,11,19,6,3,0,1,0,1,5,23,28,16,17,9,5,0,0,0,0,2,6,16,19,14,9,19,4,2,1,0,0,1,4,19,20,16,18,8,10,3,0
전남,장흥군,사망[명],6,9,3,2,5,0,0,0,1,1,0,1,2,0,1,0,0,0,0,0,0,2,1,1,1,3,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,1,0,1,1,0
전남,장흥군,부상[명],136,110,141,108,120,1,0,2,10,41,37,17,12,10,3,3,0,0,1,3,9,20,20,16,14,17,7,3,0,1,0,3,5,38,41,17,21,8,7,0,0,0,0,1,8,18,24,16,10,24,4,2,1,0,0,1,4,19,25,23,24,8,11,5,0
전남,장흥군,(중상자[명]),37,37,53,42,45,0,0,0,4,13,9,3,2,4,1,1,0,0,0,1,2,11,9,6,3,3,2,0,0,0,0,1,3,16,12,6,7,5,3,0,0,0,0,1,5,9,8,5,4,7,3,0,0,0,0,0,3,4,11,12,9,2,4,0,0
전남,강진군,사고[건],134,128,105,118,109,0,1,2,5,20,32,23,20,11,14,5,1,0,3,2,8,20,19,23,26,16,9,2,0,2,0,0,12,24,18,17,13,11,8,0,0,0,0,2,5,15,20,16,25,16,15,4,0,0,0,2,9,17,16,22,21,14,5,2,1
전남,강진군,사망[명],3,6,4,5,6,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,1,3,0,1,0,1,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,1,1,0,1,1,0,0,1,0,0,0,0,0,1,0,1,3,1,0,0,0
전남,강진군,부상[명],158,196,130,165,140,0,1,2,6,25,40,25,22,17,13,6,1,0,3,2,13,54,21,35,34,20,12,2,0,2,0,0,16,25,20,28,14,17,8,0,0,0,0,12,5,18,30,18,37,24,17,4,0,0,0,2,10,21,23,27,24,23,6,3,1
전남,강진군,(중상자[명]),72,75,48,33,49,0,0,1,4,11,18,10,10,12,4,2,0,0,0,1,6,29,4,8,11,11,4,1,0,2,0,0,8,8,11,8,4,5,2,0,0,0,0,1,2,6,6,6,8,1,2,1,0,0,0,0,2,7,10,10,9,8,2,1,0
전남,해남군,사고[건],109,97,105,99,104,0,0,5,3,25,25,13,14,12,7,4,1,0,0,2,5,22,13,16,17,8,10,2,2,0,0,1,8,18,16,12,14,18,11,5,2,1,0,1,6,10,18,17,20,12,12,2,0,0,1,2,3,21,18,20,21,6,10,1,1
전남,해남군,사망[명],9,7,6,5,4,0,0,1,0,2,1,1,1,2,0,1,0,0,0,0,0,0,0,3,1,1,1,0,1,0,0,0,1,0,0,1,1,1,2,0,0,0,0,0,0,0,1,1,1,0,2,0,0,0,0,0,1,1,1,0,0,0,1,0,0
전남,해남군,부상[명],124,126,120,110,130,0,0,6,4,31,29,17,13,11,8,4,1,0,0,2,6,30,18,16,20,9,22,2,1,0,0,1,11,23,18,13,15,20,12,5,2,1,0,1,7,14,18,22,20,15,10,2,0,0,1,2,3,21,18,29,24,14,14,1,3
전남,해남군,(중상자[명]),67,55,52,60,60,0,0,5,2,16,17,10,5,6,4,2,0,0,0,1,4,14,6,7,12,5,6,0,0,0,0,0,7,6,8,4,10,7,6,3,1,0,0,1,6,2,10,12,8,13,8,0,0,0,0,2,2,11,9,13,10,6,7,0,0
전남,영암군,사고[건],106,84,113,114,125,3,0,4,6,15,22,22,14,12,3,3,2,0,0,4,7,9,14,15,10,15,7,2,1,0,1,6,5,20,22,22,13,15,7,2,0,2,0,3,6,14,18,14,16,12,13,11,5,0,1,4,8,19,21,15,17,18,16,5,1
전남,영암군,사망[명],5,8,9,9,7,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,1,2,1,1,1,1,0,0,0,0,0,1,1,2,2,2,1,0,0,0,0,0,0,1,1,1,1,1,1,2,1,0,0,0,1,1,0,0,0,1,3,1,0
전남,영암군,부상[명],122,104,119,139,149,3,0,3,5,15,28,31,16,13,3,3,2,0,0,6,6,10,18,23,11,21,6,2,1,0,1,8,6,20,28,22,11,15,6,2,0,2,0,3,8,14,28,19,17,19,14,11,4,0,2,5,8,21,29,19,22,21,16,5,1
전남,영암군,(중상자[명]),40,33,38,37,43,1,0,2,1,7,9,9,3,5,2,0,1,0,0,1,1,3,6,12,4,2,4,0,0,0,0,1,2,6,9,10,2,5,3,0,0,1,0,0,2,4,10,4,6,3,5,2,0,0,2,1,2,4,9,9,7,4,5,0,0
전남,무안군,사고[건],104,89,60,59,92,0,1,2,6,18,24,13,11,16,7,4,2,1,0,2,6,11,26,9,7,17,7,2,1,0,0,1,7,5,10,10,8,9,6,4,0,0,0,1,4,11,7,10,7,11,6,2,0,1,0,1,6,19,20,10,6,16,8,4,1
전남,무안군,사망[명],6,11,6,6,4,0,0,0,1,1,0,0,0,1,1,1,1,1,0,1,3,0,1,0,0,1,2,1,1,0,0,0,0,1,1,0,3,0,0,1,0,0,0,1,0,1,1,1,1,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0
전남,무안군,부상[명],120,92,61,64,106,0,1,4,6,23,28,16,13,18,6,4,1,0,0,1,5,12,32,9,8,19,5,1,0,0,0,1,7,4,10,10,5,9,10,5,0,0,0,0,4,13,7,11,7,13,7,2,0,2,0,0,5,21,30,11,5,18,9,4,1
전남,무안군,(중상자[명]),48,28,26,31,38,0,1,3,2,8,8,8,2,11,4,1,0,0,0,1,4,1,9,3,2,7,1,0,0,0,0,0,2,1,4,5,2,3,7,2,0,0,0,0,0,8,4,7,3,4,5,0,0,1,0,0,2,8,7,5,3,8,3,1,0
전남,함평군,사고[건],77,88,70,90,62,0,0,1,6,15,14,14,12,10,4,1,0,0,0,0,4,25,14,9,16,11,8,0,1,0,0,2,4,13,18,15,6,6,4,2,0,0,0,1,4,12,21,17,17,12,6,0,0,0,0,0,5,12,12,11,9,8,3,0,2
전남,함평군,사망[명],2,8,4,5,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,2,1,2,2,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
전남,함평군,부상[명],101,100,74,108,86,0,0,1,10,19,20,20,16,10,4,1,0,0,0,0,3,29,13,9,20,17,8,0,1,0,0,1,4,13,21,17,7,6,4,1,0,0,0,1,6,13,27,20,17,17,7,0,0,0,0,0,12,17,20,11,11,11,2,0,2
전남,함평군,(중상자[명]),27,32,18,37,28,0,0,0,2,7,4,6,4,2,2,0,0,0,0,0,2,12,3,3,5,5,2,0,0,0,0,1,1,1,8,3,2,1,0,1,0,0,0,0,2,4,9,8,8,5,1,0,0,0,0,0,1,5,8,6,3,3,2,0,0
전남,영광군,사고[건],77,64,55,68,66,0,0,1,5,11,12,12,12,13,10,1,0,0,1,0,6,6,11,14,10,7,8,1,0,0,0,0,1,13,11,4,9,8,7,2,0,0,0,0,4,9,12,11,13,10,8,1,0,0,0,0,2,11,16,6,16,10,3,1,1
전남,영광군,사망[명],8,4,4,3,3,0,0,0,0,1,1,1,2,0,3,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0
전남,영광군,부상[명],90,68,57,81,77,0,0,1,6,13,18,16,12,15,8,1,0,0,1,0,7,6,14,14,10,7,8,1,0,0,0,0,1,16,13,4,8,8,5,2,0,0,0,0,4,12,18,10,18,10,8,1,0,0,0,0,3,10,21,6,18,14,3,1,1
전남,영광군,(중상자[명]),27,39,31,34,34,0,0,0,2,6,3,2,5,5,4,0,0,0,1,0,3,5,9,7,7,1,5,1,0,0,0,0,1,8,6,2,3,6,3,2,0,0,0,0,3,6,7,2,5,6,5,0,0,0,0,0,3,4,7,3,8,7,2,0,0
전남,장성군,사고[건],69,58,64,61,76,1,1,1,6,12,17,10,10,4,5,2,0,1,0,0,5,13,10,6,8,9,6,0,0,0,0,1,5,13,8,11,8,9,4,4,1,0,0,1,6,6,8,11,13,7,8,0,1,1,0,1,4,10,19,10,8,14,8,1,0
전남,장성군,사망[명],5,5,2,6,10,1,0,0,1,0,1,1,0,0,1,0,0,0,0,0,2,0,2,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,2,1,0,1,1,0,0,0,0,0,2,0,4,1,2,1,0,0,0
전남,장성군,부상[명],73,64,79,71,86,0,1,1,7,14,17,12,11,4,4,2,0,1,0,0,3,14,12,7,9,13,5,0,0,0,0,1,4,16,8,17,11,10,6,4,2,0,0,1,5,7,12,15,16,6,8,0,1,1,0,2,4,11,21,10,10,17,9,1,0
전남,장성군,(중상자[명]),21,27,37,35,36,0,0,1,1,2,6,3,2,1,4,1,0,0,0,0,1,4,2,6,4,6,4,0,0,0,0,1,2,9,3,6,6,5,3,1,1,0,0,0,3,2,7,6,10,4,3,0,0,1,0,0,1,5,9,5,2,8,5,0,0
전남,완도군,사고[건],60,66,50,54,50,0,1,2,5,8,11,7,12,4,9,1,0,0,0,5,7,10,12,11,4,14,2,1,0,0,0,0,4,5,9,8,10,7,3,3,1,0,0,1,4,10,8,11,9,6,2,2,1,0,0,0,3,11,7,5,8,6,6,2,2
전남,완도군,사망[명],10,7,7,4,2,0,1,1,1,1,1,0,4,0,1,0,0,0,0,0,0,2,3,0,0,1,1,0,0,0,0,0,1,0,0,0,3,1,1,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
전남,완도군,부상[명],62,68,53,56,60,0,0,1,4,8,11,12,12,4,9,1,0,0,0,5,8,10,13,13,4,13,1,1,0,0,0,0,3,6,15,10,8,6,2,2,1,0,0,1,3,9,9,12,8,8,2,3,1,0,0,0,2,13,7,8,11,9,6,2,2
전남,완도군,(중상자[명]),13,17,22,24,18,0,0,0,2,1,0,2,3,2,2,1,0,0,0,3,1,3,1,4,1,4,0,0,0,0,0,0,1,1,7,5,3,2,1,1,1,0,0,1,2,3,3,6,3,3,0,2,1,0,0,0,1,5,1,3,2,2,3,1,0
전남,진도군,사고[건],49,41,31,50,49,0,0,0,4,8,11,11,7,1,4,2,1,0,0,1,2,5,6,4,6,10,5,2,0,0,0,0,1,7,7,3,6,2,4,1,0,0,0,2,3,5,15,5,6,8,4,2,0,0,2,1,3,10,8,5,8,7,3,2,0
전남,진도군,사망[명],4,4,5,6,6,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,1,2,0,0,0,0,0,1,0,1,1,0,0,1,1,0,0,0,0,1,1,0,0,0,2,1,1,0,0,2,0,0,1,0,0,1,2,0,0,0
전남,진도군,부상[명],53,45,32,51,53,0,0,0,4,11,13,13,6,0,3,2,1,0,0,1,2,7,6,5,7,12,3,2,0,0,0,0,0,8,9,2,7,2,4,0,0,0,0,2,4,4,19,5,6,6,4,1,0,0,0,1,4,11,10,7,8,5,5,2,0
전남,진도군,(중상자[명]),26,17,18,28,29,0,0,0,3,7,6,5,3,0,1,1,0,0,0,1,1,5,2,2,3,2,1,0,0,0,0,0,0,3,4,2,6,2,1,0,0,0,0,2,2,3,11,3,3,3,1,0,0,0,0,1,2,5,6,3,4,5,3,0,0
전남,신안군,사고[건],41,47,47,53,49,0,0,2,6,3,5,8,7,7,2,1,0,1,0,1,3,8,11,7,10,4,2,0,0,0,0,3,1,12,10,6,5,5,5,0,0,0,0,1,4,10,11,10,8,5,4,0,0,0,0,1,4,11,7,7,4,6,6,3,0
전남,신안군,사망[명],3,3,5,5,6,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,1,0,2,0,0,0,1,1,0,0,0,0,0,0,1,3,0,1,0,0,0,0,0,0,0,1,1,0,1,0,1,2,0,0
전남,신안군,부상[명],58,52,61,64,65,0,0,4,5,3,6,16,9,8,3,4,0,1,0,1,3,6,13,8,12,5,3,0,0,0,0,12,1,12,13,7,6,5,5,0,0,0,0,1,6,11,11,12,11,8,4,0,0,0,0,1,3,17,12,8,8,7,6,3,0
전남,신안군,(중상자[명]),22,21,25,27,23,0,0,2,5,2,2,6,2,0,0,3,0,0,0,0,2,4,4,4,3,2,2,0,0,0,0,3,0,8,6,2,2,1,3,0,0,0,0,0,1,5,3,4,6,5,3,0,0,0,0,1,1,2,6,3,2,2,4,2,0
경북,합계,사고[건],3016,3030,2903,3019,2939,22,23,59,175,401,558,447,455,427,285,116,48,26,23,53,203,428,488,469,425,418,312,127,58,27,12,52,190,373,463,445,453,418,303,119,48,36,19,56,186,428,456,429,465,438,324,134,48,22,13,48,191,403,466,453,439,453,278,123,50
경북,합계,사망[명],184,175,151,133,151,1,1,9,16,17,27,24,27,20,30,9,3,2,5,13,16,28,21,23,20,11,24,8,4,1,3,5,14,17,17,21,19,21,21,8,4,0,1,7,15,9,17,15,24,14,22,6,3,2,1,8,15,20,20,18,16,24,16,7,4
경북,합계,부상[명],3296,3306,3224,3334,3244,23,22,62,186,447,610,510,495,493,282,120,46,27,21,47,214,464,543,518,486,469,329,132,56,27,11,61,206,424,513,512,510,475,318,122,45,41,19,58,191,481,516,488,513,508,333,140,46,20,13,42,194,439,508,502,529,519,300,127,51
경북,합계,(중상자[명]),1381,1362,1317,1349,1375,8,6,27,87,213,261,195,190,195,134,47,18,9,8,20,98,190,214,230,187,186,151,54,15,8,1,35,101,185,201,202,204,174,135,53,18,11,5,34,84,212,219,196,174,212,132,53,17,8,5,30,103,181,228,199,207,208,137,52,17
경북,포항시,사고[건],494,534,506,567,584,6,10,13,36,57,88,57,68,76,47,25,11,8,4,12,41,65,86,68,61,81,58,35,15,5,4,12,32,59,85,78,72,65,55,30,9,14,4,9,45,79,73,75,80,85,53,37,13,11,5,8,45,63,89,92,83,85,64,25,14
경북,포항시,사망[명],12,17,9,10,12,0,0,1,3,2,0,2,1,1,2,0,0,0,1,2,0,1,2,2,3,1,4,0,1,0,1,0,0,1,1,3,0,1,1,1,0,0,0,1,2,0,1,1,4,1,0,0,0,0,0,0,1,1,2,2,1,0,3,1,1
경북,포항시,부상[명],548,578,551,655,661,6,10,14,36,63,101,73,71,86,50,26,12,9,3,12,41,71,95,76,72,86,62,37,14,5,4,13,35,62,92,85,81,76,56,33,9,15,5,9,43,94,87,101,92,97,55,44,13,11,5,8,49,71,100,104,99,101,73,25,15
경북,포항시,(중상자[명]),177,196,198,180,208,1,1,6,8,21,39,28,18,23,18,11,3,4,0,3,20,21,32,29,25,27,18,13,4,0,0,7,14,31,25,32,23,27,26,10,3,3,1,5,15,34,29,16,24,26,13,12,2,5,1,6,23,21,31,24,23,36,28,6,4
경북,경주시,사고[건],296,302,296,333,232,4,0,6,11,44,56,49,48,30,30,14,4,3,1,5,15,36,55,53,43,39,36,13,3,9,1,6,21,39,46,44,44,40,28,14,4,2,2,12,22,48,58,46,37,45,35,18,8,1,0,7,22,26,39,29,37,33,22,10,6
경북,경주시,사망[명],13,16,15,17,24,0,0,2,0,1,1,4,1,1,3,0,0,0,0,1,2,3,3,1,1,0,1,3,1,1,0,1,2,3,4,0,0,1,2,1,0,0,0,0,2,1,3,4,2,2,2,0,1,0,0,1,1,4,4,0,4,7,2,1,0
경북,경주시,부상[명],315,326,335,348,251,4,0,4,11,50,58,53,53,35,28,15,4,4,1,5,17,37,60,62,45,45,37,11,2,8,1,6,20,41,51,58,49,57,27,13,4,2,2,14,23,53,63,44,40,48,34,18,7,1,0,7,22,24,45,35,47,31,23,10,6
경북,경주시,(중상자[명]),142,167,141,154,142,2,0,2,6,22,25,28,18,14,17,7,1,0,1,4,6,23,27,35,21,23,21,6,0,4,0,4,13,16,21,23,22,23,9,5,1,1,1,5,8,27,32,21,15,22,10,8,4,0,0,6,17,10,24,18,27,21,12,4,3
경북,김천시,사고[건],158,157,116,126,148,0,0,3,11,32,29,22,20,21,12,7,1,1,1,3,12,25,22,27,24,15,19,6,2,0,0,0,9,26,15,12,23,16,7,7,1,1,0,2,6,21,17,21,14,18,18,7,1,0,1,3,8,26,24,17,23,29,11,5,1
경북,김천시,사망[명],20,12,7,6,8,0,0,0,3,5,3,2,5,1,1,0,0,0,0,1,1,3,1,1,0,1,3,1,0,0,0,0,3,0,0,0,0,1,1,2,0,0,0,0,2,1,0,0,0,1,1,1,0,0,0,1,1,2,0,0,0,3,0,1,0
경북,김천시,부상[명],153,161,128,134,157,0,0,4,10,28,29,23,18,22,11,7,1,1,2,2,12,27,24,27,28,15,16,5,2,0,0,0,8,35,17,13,26,16,6,6,1,1,0,3,5,24,17,24,16,19,18,6,1,0,1,2,7,27,26,20,27,30,12,4,1
경북,김천시,(중상자[명]),75,69,59,72,95,0,0,0,7,17,10,9,9,12,9,1,1,1,0,1,5,12,12,12,10,7,8,1,0,0,0,0,3,13,8,6,15,7,4,3,0,0,0,2,3,12,12,15,8,9,9,2,0,0,0,2,3,15,18,11,14,20,8,4,0
경북,안동시,사고[건],226,194,230,257,260,1,1,4,11,28,42,39,43,27,19,6,5,1,2,4,11,28,32,25,38,27,16,7,3,1,0,8,19,31,29,38,44,29,24,5,2,3,2,5,13,31,44,32,40,38,30,16,3,1,0,3,17,44,44,35,33,46,24,10,3
경북,안동시,사망[명],14,12,15,11,9,0,0,0,1,3,2,2,5,0,1,0,0,0,0,3,2,0,2,1,2,0,1,0,1,0,0,1,2,1,0,2,3,1,3,1,1,0,0,1,0,2,4,0,1,2,1,0,0,0,0,0,2,2,0,0,0,4,0,1,0
경북,안동시,부상[명],259,213,266,299,300,1,1,5,12,30,50,47,47,32,18,11,5,1,2,3,11,30,34,26,45,31,21,7,2,1,0,15,20,38,35,50,48,28,26,4,1,6,2,4,15,33,49,36,47,51,33,20,3,1,0,3,16,48,52,43,42,52,30,10,3
경북,안동시,(중상자[명]),96,92,114,118,98,0,0,2,3,17,17,19,17,10,7,3,1,0,1,2,6,14,15,11,18,12,8,4,1,0,0,7,11,16,13,21,20,10,13,2,1,1,0,4,6,16,19,15,14,19,15,8,1,0,0,3,6,13,20,17,8,18,10,3,0
경북,구미시,사고[건],194,233,256,225,248,0,4,1,11,24,25,25,34,30,21,13,6,3,2,3,22,42,17,37,36,26,22,15,8,5,2,3,22,28,45,28,33,38,29,14,9,5,2,5,15,25,31,24,27,41,28,14,8,1,0,0,17,42,38,30,38,42,20,14,6
경북,구미시,사망[명],9,12,10,9,8,0,1,0,1,0,1,0,3,0,1,1,1,0,0,0,1,4,1,3,1,0,2,0,0,0,0,0,1,1,1,2,2,0,2,0,1,0,0,1,2,0,3,0,1,0,1,1,0,0,0,0,1,1,2,0,2,0,2,0,0
경북,구미시,부상[명],204,245,287,230,258,0,3,1,10,28,25,29,34,34,22,13,5,3,2,3,22,43,16,37,41,31,21,17,9,5,2,4,30,30,53,31,32,46,30,15,9,5,2,6,13,28,30,25,29,42,28,13,9,1,0,0,19,44,37,31,38,46,20,15,7
경북,구미시,(중상자[명]),83,104,108,105,111,0,1,1,6,9,6,14,15,10,12,8,1,1,1,2,12,20,7,17,14,10,9,8,3,2,1,2,13,10,23,9,11,17,10,5,5,2,1,4,7,14,14,8,10,22,12,8,3,0,0,0,9,25,15,15,17,12,8,5,5
경북,영주시,사고[건],134,160,136,100,91,0,1,2,9,14,17,21,24,25,15,6,0,0,0,3,11,24,24,23,21,29,20,4,1,0,0,3,8,14,13,27,19,28,15,8,1,1,1,2,3,17,10,12,14,21,17,1,1,2,0,0,7,18,12,11,12,17,7,3,2
