연도,시군구,법정동코드,총 인구,고령자 수,고령자 비율 (%),시군구명
2020,서울특별시 종로구,1111000000,149384,28311,19,서울특별시 종로구
2020,서울특별시 중구,1114000000,125240,24174,19.3,서울특별시 중구
2020,서울특별시 용산구,1117000000,230040,39779,17.3,서울특별시 용산구
2020,서울특별시 성동구,1120000000,293556,45435,15.5,서울특별시 성동구
2020,서울특별시 광진구,1121500000,346682,50311,14.5,서울특별시 광진구
2020,서울특별시 동대문구,1123000000,342837,61612,18,서울특별시 동대문구
2020,서울특별시 중랑구,1126000000,394702,69341,17.6,서울특별시 중랑구
2020,서울특별시 성북구,1129000000,437153,73613,16.8,서울특별시 성북구
2020,서울특별시 강북구,1130500000,308055,63313,20.6,서울특별시 강북구
2020,서울특별시 도봉구,1132000000,325257,62009,19.1,서울특별시 도봉구
2020,서울특별시 노원구,1135000000,523037,85420,16.3,서울특별시 노원구
2020,서울특별시 은평구,1138000000,479835,85010,17.7,서울특별시 은평구
2020,서울특별시 서대문구,1141000000,312173,53756,17.2,서울특별시 서대문구
2020,서울특별시 마포구,1144000000,371890,54002,14.5,서울특별시 마포구
2020,서울특별시 양천구,1147000000,454251,65541,14.4,서울특별시 양천구
2020,서울특별시 강서구,1150000000,580185,88733,15.3,서울특별시 강서구
2020,서울특별시 구로구,1153000000,404408,69201,17.1,서울특별시 구로구
2020,서울특별시 금천구,1154500000,231733,39314,17,서울특별시 금천구
2020,서울특별시 영등포구,1156000000,379480,60663,16,서울특별시 영등포구
2020,서울특별시 동작구,1159000000,391220,64928,16.6,서울특별시 동작구
2020,서울특별시 관악구,1162000000,495060,78430,15.8,서울특별시 관악구
2020,서울특별시 서초구,1165000000,425126,60072,14.1,서울특별시 서초구
2020,서울특별시 강남구,1168000000,539231,74959,13.9,서울특별시 강남구
2020,서울특별시 송파구,1171000000,667960,93309,14,서울특별시 송파구
2020,서울특별시 강동구,1174000000,459970,69903,15.2,서울특별시 강동구
2020,부산광역시 중구,2611000000,41523,11315,27.2,부산광역시 중구
2020,부산광역시 서구,2614000000,108135,27346,25.3,부산광역시 서구
2020,부산광역시 동구,2617000000,88901,23381,26.3,부산광역시 동구
2020,부산광역시 영도구,2620000000,113342,31483,27.8,부산광역시 영도구
2020,부산광역시 부산진구,2623000000,359886,70896,19.7,부산광역시 부산진구
2020,부산광역시 동래구,2626000000,270745,49927,18.4,부산광역시 동래구
2020,부산광역시 남구,2629000000,267731,53898,20.1,부산광역시 남구
2020,부산광역시 북구,2632000000,283952,49304,17.4,부산광역시 북구
2020,부산광역시 해운대구,2635000000,402169,70306,17.5,부산광역시 해운대구
2020,부산광역시 사하구,2638000000,311757,59570,19.1,부산광역시 사하구
2020,부산광역시 금정구,2641000000,232666,48920,21,부산광역시 금정구
2020,부산광역시 강서구,2644000000,137957,16633,12.1,부산광역시 강서구
2020,부산광역시 연제구,2647000000,209157,40515,19.4,부산광역시 연제구
2020,부산광역시 수영구,2650000000,176894,37610,21.3,부산광역시 수영구
2020,부산광역시 사상구,2653000000,212586,38865,18.3,부산광역시 사상구
2020,부산광역시 기장군,2671000000,174545,27742,15.9,부산광역시 기장군
2020,대구광역시 중구,2711000000,76547,15928,20.8,대구광역시 중구
2020,대구광역시 동구,2714000000,341920,67439,19.7,대구광역시 동구
2020,대구광역시 서구,2717000000,170700,38587,22.6,대구광역시 서구
2020,대구광역시 남구,2720000000,146632,34187,23.3,대구광역시 남구
2020,대구광역시 북구,2723000000,440263,64054,14.5,대구광역시 북구
2020,대구광역시 수성구,2726000000,424314,66564,15.7,대구광역시 수성구
2020,대구광역시 달서구,2729000000,558631,80646,14.4,대구광역시 달서구
2020,대구광역시 달성군,2771000000,259339,33089,12.8,대구광역시 달성군
2020,대구광역시 군위군,2772000000,-,-,-,대구광역시 군위군
2020,인천광역시 중구,2811000000,139729,20531,14.7,인천광역시 중구
2020,인천광역시 동구,2814000000,62542,14453,23.1,인천광역시 동구
2020,인천광역시 미추홀구,2817700000,404343,69074,17.1,인천광역시 미추홀구
2020,인천광역시 연수구,2818500000,387450,38190,9.9,인천광역시 연수구
2020,인천광역시 남동구,2820000000,525354,71468,13.6,인천광역시 남동구
2020,인천광역시 부평구,2823700000,494962,73424,14.8,인천광역시 부평구
2020,인천광역시 계양구,2824500000,296750,37947,12.8,인천광역시 계양구
2020,인천광역시 서구,2826000000,542040,58087,10.7,인천광역시 서구
2020,인천광역시 강화군,2871000000,69203,22824,33,인천광역시 강화군
2020,인천광역시 옹진군,2872000000,20455,5485,26.8,인천광역시 옹진군
2020,광주광역시 동구,2911000000,102897,22196,21.6,광주광역시 동구
2020,광주광역시 서구,2914000000,296576,42471,14.3,광주광역시 서구
2020,광주광역시 남구,2915500000,214579,37715,17.6,광주광역시 남구
2020,광주광역시 북구,2917000000,430431,64829,15.1,광주광역시 북구
2020,광주광역시 광산구,2920000000,405579,38455,9.5,광주광역시 광산구
2020,대전광역시 동구,3011000000,223021,42533,19.1,대전광역시 동구
2020,대전광역시 중구,3014000000,235550,45701,19.4,대전광역시 중구
2020,대전광역시 서구,3017000000,477880,61027,12.8,대전광역시 서구
2020,대전광역시 유성구,3020000000,351047,33654,9.6,대전광역시 유성구
2020,대전광역시 대덕구,3023000000,176384,27869,15.8,대전광역시 대덕구
2020,울산광역시 중구,3111000000,217595,33231,15.3,울산광역시 중구
2020,울산광역시 남구,3114000000,320064,39173,12.2,울산광역시 남구
2020,울산광역시 동구,3117000000,156806,19955,12.7,울산광역시 동구
2020,울산광역시 북구,3120000000,219014,18025,8.2,울산광역시 북구
2020,울산광역시 울주군,3171000000,222538,32983,14.8,울산광역시 울주군
2020,세종특별자치시,3611000000,355831,34881,9.8,세종특별자치시
2020,경기도 수원시,4111000000,1186078,131936,11.1,경기도 수원시
2020,경기도 성남시,4113000000,940064,133221,14.2,경기도 성남시
2020,경기도 의정부시,4115000000,461710,70369,15.2,경기도 의정부시
2020,경기도 안양시,4117000000,550027,75581,13.7,경기도 안양시
2020,경기도 부천시,4119000000,818383,111952,13.7,경기도 부천시
2020,경기도 광명시,4121000000,298599,41683,14,경기도 광명시
2020,경기도 평택시,4122000000,537307,66486,12.4,경기도 평택시
2020,경기도 동두천시,4125000000,94353,19397,20.6,경기도 동두천시
2020,경기도 안산시,4127000000,654915,71620,10.9,경기도 안산시
2020,경기도 고양시,4128000000,1079216,145710,13.5,경기도 고양시
2020,경기도 과천시,4129000000,63231,8994,14.2,경기도 과천시
2020,경기도 구리시,4131000000,197454,26962,13.7,경기도 구리시
2020,경기도 남양주시,4136000000,713321,100537,14.1,경기도 남양주시
2020,경기도 오산시,4137000000,229725,22060,9.6,경기도 오산시
2020,경기도 시흥시,4139000000,500895,46782,9.3,경기도 시흥시
2020,경기도 군포시,4141000000,273791,36416,13.3,경기도 군포시
2020,경기도 의왕시,4143000000,163795,22280,13.6,경기도 의왕시
2020,경기도 하남시,4145000000,293452,37573,12.8,경기도 하남시
2020,경기도 용인시,4146000000,1074176,143096,13.3,경기도 용인시
2020,경기도 파주시,4148000000,465617,64915,13.9,경기도 파주시
2020,경기도 이천시,4150000000,218388,31134,14.3,경기도 이천시
2020,경기도 안성시,4155000000,187012,32844,17.6,경기도 안성시
2020,경기도 김포시,4157000000,473970,58124,12.3,경기도 김포시
2020,경기도 화성시,4159000000,855248,76180,8.9,경기도 화성시
2020,경기도 광주시,4161000000,382054,51079,13.4,경기도 광주시
2020,경기도 양주시,4163000000,230359,36245,15.7,경기도 양주시
2020,경기도 포천시,4165000000,147274,29314,19.9,경기도 포천시
2020,경기도 여주시,4167000000,111897,24475,21.9,경기도 여주시
2020,경기도 연천군,4180000000,43516,11490,26.4,경기도 연천군
2020,경기도 가평군,4182000000,62377,16324,26.2,경기도 가평군
2020,경기도 양평군,4183000000,118810,30536,25.7,경기도 양평군
2020,충청북도 청주시,4311000000,844993,113322,13.4,충청북도 청주시
2020,충청북도 충주시,4313000000,210186,41852,19.9,충청북도 충주시
2020,충청북도 제천시,4315000000,133018,29256,22,충청북도 제천시
2020,충청북도 보은군,4372000000,32412,11217,34.6,충청북도 보은군
2020,충청북도 옥천군,4373000000,50527,15080,29.8,충청북도 옥천군
2020,충청북도 영동군,4374000000,47475,15082,31.8,충청북도 영동군
2020,충청북도 증평군,4374500000,36807,6416,17.4,충청북도 증평군
2020,충청북도 진천군,4375000000,83718,13762,16.4,충청북도 진천군
2020,충청북도 괴산군,4376000000,39393,13157,33.4,충청북도 괴산군
2020,충청북도 음성군,4377000000,93153,19978,21.4,충청북도 음성군
2020,충청북도 단양군,4380000000,29155,9026,31,충청북도 단양군
2020,충청남도 천안시,4413000000,658808,72151,11,충청남도 천안시
2020,충청남도 공주시,4415000000,104545,27675,26.5,충청남도 공주시
2020,충청남도 보령시,4418000000,100229,26211,26.2,충청남도 보령시
2020,충청남도 아산시,4420000000,316129,42355,13.4,충청남도 아산시
2020,충청남도 서산시,4421000000,175591,32436,18.5,충청남도 서산시
2020,충청남도 논산시,4423000000,116675,31095,26.7,충청남도 논산시
2020,충청남도 계룡시,4425000000,42822,5141,12,충청남도 계룡시
2020,충청남도 당진시,4427000000,166249,31331,18.8,충청남도 당진시
2020,충청남도 금산군,4471000000,51413,16075,31.3,충청남도 금산군
2020,충청남도 부여군,4476000000,65354,22683,34.7,충청남도 부여군
2020,충청남도 서천군,4477000000,51866,18988,36.6,충청남도 서천군
2020,충청남도 청양군,4479000000,30948,11059,35.7,충청남도 청양군
2020,충청남도 홍성군,4480000000,100102,24005,24,충청남도 홍성군
2020,충청남도 예산군,4481000000,78084,24627,31.5,충청남도 예산군
2020,충청남도 태안군,4482500000,62214,19356,31.1,충청남도 태안군
2020,전라남도 목포시,4611000000,224044,37827,16.9,전라남도 목포시
2020,전라남도 여수시,4613000000,280242,54587,19.5,전라남도 여수시
2020,전라남도 순천시,4615000000,282189,44445,15.8,전라남도 순천시
2020,전라남도 나주시,4617000000,115613,25986,22.5,전라남도 나주시
2020,전라남도 광양시,4623000000,151769,20188,13.3,전라남도 광양시
2020,전라남도 담양군,4671000000,46280,14436,31.2,전라남도 담양군
2020,전라남도 곡성군,4672000000,28039,10185,36.3,전라남도 곡성군
2020,전라남도 구례군,4673000000,25719,8882,34.5,전라남도 구례군
2020,전라북도 고창군,4677000000,54529,18782,34.4,전라북도 고창군
2020,전라남도 고흥군,4677000000,63922,26298,41.1,전라남도 고흥군
2020,전라남도 보성군,4678000000,40482,15603,38.5,전라남도 보성군
2020,전라남도 화순군,4679000000,62522,16791,26.9,전라남도 화순군
2020,전라북도 장수군,4680000000,22085,7557,34.2,전라북도 장수군
2020,전라남도 장흥군,4680000000,37800,12928,34.2,전라남도 장흥군
2020,전라남도 강진군,4681000000,34597,12035,34.8,전라남도 강진군
2020,전라남도 해남군,4682000000,68806,22293,32.4,전라남도 해남군
2020,전라남도 영암군,4683000000,53699,14400,26.8,전라남도 영암군
2020,전라북도 무주군,4684000000,24036,8075,33.6,전라북도 무주군
2020,전라북도 부안군,4684000000,52140,17371,33.3,전라북도 부안군
2020,전라남도 무안군,4684000000,86132,17528,20.4,전라남도 무안군
2020,전라남도 함평군,4686000000,32050,11720,36.6,전라남도 함평군
2020,전라남도 영광군,4687000000,53099,15488,29.2,전라남도 영광군
2020,전라남도 장성군,4688000000,44464,13400,30.1,전라남도 장성군
2020,전라북도 완주군,4689000000,91609,21410,23.4,전라북도 완주군
2020,전라남도 완도군,4689000000,49916,16244,32.5,전라남도 완도군
2020,전라북도 진안군,4690000000,25394,8898,35,전라북도 진안군
2020,전라남도 진도군,4690000000,31227,10325,33.1,전라남도 진도군
2020,전라남도 신안군,4691000000,38938,14291,36.7,전라남도 신안군
2020,경상북도 포항시,4711000000,502916,87960,17.5,경상북도 포항시
2020,경상북도 경주시,4713000000,253502,57313,22.6,경상북도 경주시
2020,경상북도 김천시,4715000000,140548,32520,23.1,경상북도 김천시
2020,경상북도 안동시,4717000000,158907,39193,24.7,경상북도 안동시
2020,경상북도 구미시,4719000000,416328,39998,9.6,경상북도 구미시
2020,경상북도 영주시,4721000000,103119,28146,27.3,경상북도 영주시
2020,경상북도 영천시,4723000000,102015,28871,28.3,경상북도 영천시
2020,경상북도 상주시,4725000000,97228,30472,31.3,경상북도 상주시
2020,경상북도 문경시,4728000000,71406,21600,30.2,경상북도 문경시
2020,경상북도 경산시,4729000000,263728,44579,16.9,경상북도 경산시
2020,경상북도 군위군,4773000000,23256,9461,40.7,경상북도 군위군
2020,경상북도 의성군,4773000000,51724,21478,41.5,경상북도 의성군
2020,경상북도 청송군,4775000000,25044,9382,37.5,경상북도 청송군
2020,경상북도 영양군,4776000000,16692,6278,37.6,경상북도 영양군
2020,경상북도 영덕군,4777000000,36313,13750,37.9,경상북도 영덕군
2020,경상북도 청도군,4782000000,42263,16027,37.9,경상북도 청도군
2020,경상북도 고령군,4783000000,31361,9941,31.7,경상북도 고령군
2020,경상북도 성주군,4784000000,43414,13971,32.2,경상북도 성주군
2020,경상북도 칠곡군,4785000000,114758,18335,16,경상북도 칠곡군
2020,경상북도 예천군,4790000000,55613,16844,30.3,경상북도 예천군
2020,경상북도 봉화군,4792000000,31494,11567,36.7,경상북도 봉화군
2020,경상북도 울진군,4793000000,48716,13643,28,경상북도 울진군
2020,경상북도 울릉군,4794000000,9077,2386,26.3,경상북도 울릉군
2020,경상남도 창원시,4812000000,1036738,150905,14.6,경상남도 창원시
2020,경상남도 진주시,4817000000,348096,59032,17,경상남도 진주시
2020,경상남도 통영시,4822000000,128293,25137,19.6,경상남도 통영시
2020,경상남도 사천시,4824000000,111105,24604,22.1,경상남도 사천시
2020,경상남도 김해시,4825000000,542338,61857,11.4,경상남도 김해시
2020,경상남도 밀양시,4827000000,104831,29887,28.5,경상남도 밀양시
2020,경상남도 거제시,4831000000,245754,26869,10.9,경상남도 거제시
2020,경상남도 양산시,4833000000,352229,48495,13.8,경상남도 양산시
2020,경상남도 의령군,4872000000,26800,9921,37,경상남도 의령군
2020,경상남도 함안군,4873000000,64182,16086,25.1,경상남도 함안군
2020,경상남도 창녕군,4874000000,61301,19105,31.2,경상남도 창녕군
2020,경상남도 고성군,4882000000,51361,16095,31.3,경상남도 고성군
2020,경상남도 남해군,4884000000,42958,16258,37.8,경상남도 남해군
2020,경상남도 하동군,4885000000,44785,15490,34.6,경상남도 하동군
2020,경상남도 산청군,4886000000,34857,12833,36.8,경상남도 산청군
2020,경상남도 함양군,4887000000,39080,13227,33.8,경상남도 함양군
2020,경상남도 거창군,4888000000,61502,17026,27.7,경상남도 거창군
2020,경상남도 합천군,4889000000,44006,17431,39.6,경상남도 합천군
2020,제주특별자치도 제주시,5011000000,492466,70720,14.4,제주특별자치도 제주시
2020,제주특별자치도 서귀포시,5013000000,182169,35434,19.5,제주특별자치도 서귀포시
2020,강원도 춘천시,5111000000,282765,50567,17.9,강원도 춘천시
2020,강원도 원주시,5113000000,354376,53390,15.1,강원도 원주시
2020,강원도 강릉시,5115000000,213321,45484,21.3,강원도 강릉시
2020,강원도 동해시,5117000000,90593,18293,20.2,강원도 동해시
2020,강원도 태백시,5119000000,42719,10760,25.2,강원도 태백시
2020,강원도 속초시,5121000000,82665,15874,19.2,강원도 속초시
2020,강원도 삼척시,5123000000,65243,16572,25.4,강원도 삼척시
2020,강원도 홍천군,5172000000,69242,18133,26.2,강원도 홍천군
2020,강원도 횡성군,5173000000,46472,13701,29.5,강원도 횡성군
2020,강원도 영월군,5175000000,38662,11498,29.7,강원도 영월군
2020,강원도 평창군,5176000000,41681,11831,28.4,강원도 평창군
2020,강원도 정선군,5177000000,36870,10317,28,강원도 정선군
2020,강원도 철원군,5178000000,44699,10171,22.8,강원도 철원군
2020,강원도 화천군,5179000000,24857,5609,22.6,강원도 화천군
2020,강원도 양구군,5180000000,22278,4702,21.1,강원도 양구군
2020,강원도 인제군,5181000000,31694,6530,20.6,강원도 인제군
2020,강원도 고성군,5182000000,26757,7945,29.7,강원도 고성군
2020,강원도 양양군,5183000000,27946,8314,29.8,강원도 양양군
2020,전라북도 전주시,5211000000,657432,98562,15,전라북도 전주시
2020,전라북도 군산시,5213000000,267859,50700,18.9,전라북도 군산시
2020,전라북도 익산시,5214000000,282276,56167,19.9,전라북도 익산시
2020,전라북도 정읍시,5218000000,108508,30258,27.9,전라북도 정읍시
2020,전라북도 남원시,5219000000,80662,22694,28.1,전라북도 남원시
2020,전라북도 김제시,5221000000,82450,26322,31.9,전라북도 김제시
2020,전라북도 임실군,5275000000,27314,9952,36.4,전라북도 임실군
2020,전라북도 순창군,5277000000,27810,9455,34,전라북도 순창군
2021,서울특별시 종로구,1111000000,144683,27609,19.1,서울특별시 종로구
2021,서울특별시 중구,1114000000,122499,24037,19.6,서울특별시 중구
2021,서울특별시 용산구,1117000000,222953,38552,17.3,서울특별시 용산구
2021,서울특별시 성동구,1120000000,285990,46201,16.2,서울특별시 성동구
2021,서울특별시 광진구,1121500000,339996,51450,15.1,서울특별시 광진구
2021,서울특별시 동대문구,1123000000,337400,62009,18.4,서울특별시 동대문구
2021,서울특별시 중랑구,1126000000,387350,71560,18.5,서울특별시 중랑구
2021,서울특별시 성북구,1129000000,430528,74545,17.3,서울특별시 성북구
2021,서울특별시 강북구,1130500000,299182,64218,21.5,서울특별시 강북구
2021,서울특별시 도봉구,1132000000,317366,64114,20.2,서울특별시 도봉구
2021,서울특별시 노원구,1135000000,510956,88271,17.3,서울특별시 노원구
2021,서울특별시 은평구,1138000000,473307,87038,18.4,서울특별시 은평구
2021,서울특별시 서대문구,1141000000,304819,53822,17.7,서울특별시 서대문구
2021,서울특별시 마포구,1144000000,368905,54231,14.7,서울특별시 마포구
2021,서울특별시 양천구,1147000000,447302,68483,15.3,서울특별시 양천구
2021,서울특별시 강서구,1150000000,574315,92336,16.1,서울특별시 강서구
2021,서울특별시 구로구,1153000000,396754,71445,18,서울특별시 구로구
2021,서울특별시 금천구,1154500000,230811,40442,17.5,서울특별시 금천구
2021,서울특별시 영등포구,1156000000,376837,61295,16.3,서울특별시 영등포구
2021,서울특별시 동작구,1159000000,385483,66320,17.2,서울특별시 동작구
2021,서울특별시 관악구,1162000000,485699,79371,16.3,서울특별시 관악구
2021,서울특별시 서초구,1165000000,412279,60574,14.7,서울특별시 서초구
2021,서울특별시 강남구,1168000000,533042,78078,14.6,서울특별시 강남구
2021,서울특별시 송파구,1171000000,658338,97503,14.8,서울특별시 송파구
2021,서울특별시 강동구,1174000000,462664,73943,16,서울특별시 강동구
2021,부산광역시 중구,2611000000,40524,11206,27.7,부산광역시 중구
2021,부산광역시 서구,2614000000,105164,27529,26.2,부산광역시 서구
2021,부산광역시 동구,2617000000,87679,23760,27.1,부산광역시 동구
2021,부산광역시 영도구,2620000000,110638,31981,28.9,부산광역시 영도구
2021,부산광역시 부산진구,2623000000,353159,72339,20.5,부산광역시 부산진구
2021,부산광역시 동래구,2626000000,266866,51829,19.4,부산광역시 동래구
2021,부산광역시 남구,2629000000,262069,55386,21.1,부산광역시 남구
2021,부산광역시 북구,2632000000,283211,52506,18.5,부산광역시 북구
2021,부산광역시 해운대구,2635000000,396438,73306,18.5,부산광역시 해운대구
2021,부산광역시 사하구,2638000000,306003,62278,20.4,부산광역시 사하구
2021,부산광역시 금정구,2641000000,228049,50401,22.1,부산광역시 금정구
2021,부산광역시 강서구,2644000000,142918,17845,12.5,부산광역시 강서구
2021,부산광역시 연제구,2647000000,207144,42313,20.4,부산광역시 연제구
2021,부산광역시 수영구,2650000000,175095,38971,22.3,부산광역시 수영구
2021,부산광역시 사상구,2653000000,208298,40878,19.6,부산광역시 사상구
2021,부산광역시 기장군,2671000000,177125,29357,16.6,부산광역시 기장군
2021,대구광역시 중구,2711000000,74791,15696,21,대구광역시 중구
2021,대구광역시 동구,2714000000,341436,70449,20.6,대구광역시 동구
2021,대구광역시 서구,2717000000,164528,39578,24.1,대구광역시 서구
2021,대구광역시 남구,2720000000,143175,34614,24.2,대구광역시 남구
2021,대구광역시 북구,2723000000,437008,67236,15.4,대구광역시 북구
2021,대구광역시 수성구,2726000000,417097,69185,16.6,대구광역시 수성구
2021,대구광역시 달서구,2729000000,544926,84772,15.6,대구광역시 달서구
2021,대구광역시 달성군,2771000000,262451,35530,13.5,대구광역시 달성군
2021,대구광역시 군위군,2772000000,-,-,-,대구광역시 군위군
2021,인천광역시 중구,2811000000,143633,21735,15.1,인천광역시 중구
2021,인천광역시 동구,2814000000,61486,14670,23.9,인천광역시 동구
2021,인천광역시 미추홀구,2817700000,407464,72320,17.7,인천광역시 미추홀구
2021,인천광역시 연수구,2818500000,389644,41021,10.5,인천광역시 연수구
2021,인천광역시 남동구,2820000000,518272,75633,14.6,인천광역시 남동구
2021,인천광역시 부평구,2823700000,486765,76493,15.7,인천광역시 부평구
2021,인천광역시 계양구,2824500000,295696,40840,13.8,인천광역시 계양구
2021,인천광역시 서구,2826000000,555380,63203,11.4,인천광역시 서구
2021,인천광역시 강화군,2871000000,69693,23751,34.1,인천광역시 강화군
2021,인천광역시 옹진군,2872000000,20342,5765,28.3,인천광역시 옹진군
2021,광주광역시 동구,2911000000,103470,22646,21.9,광주광역시 동구
2021,광주광역시 서구,2914000000,291231,43949,15.1,광주광역시 서구
2021,광주광역시 남구,2915500000,215575,39103,18.1,광주광역시 남구
2021,광주광역시 북구,2917000000,427114,67575,15.8,광주광역시 북구
2021,광주광역시 광산구,2920000000,404221,40018,9.9,광주광역시 광산구
2021,대전광역시 동구,3011000000,222222,44157,19.9,대전광역시 동구
2021,대전광역시 중구,3014000000,230341,47147,20.5,대전광역시 중구
2021,대전광역시 서구,3017000000,473365,64348,13.6,대전광역시 서구
2021,대전광역시 유성구,3020000000,351277,36061,10.3,대전광역시 유성구
2021,대전광역시 대덕구,3023000000,175046,29494,16.8,대전광역시 대덕구
2021,울산광역시 중구,3111000000,212883,35062,16.5,울산광역시 중구
2021,울산광역시 남구,3114000000,313819,41430,13.2,울산광역시 남구
2021,울산광역시 동구,3117000000,154096,21417,13.9,울산광역시 동구
2021,울산광역시 북구,3120000000,218735,19728,9,울산광역시 북구
2021,울산광역시 울주군,3171000000,222059,35324,15.9,울산광역시 울주군
2021,세종특별자치시,3611000000,371895,37463,10.1,세종특별자치시
2021,경기도 수원시,4111000000,1183714,139075,11.7,경기도 수원시
2021,경기도 성남시,4113000000,930948,138091,14.8,경기도 성남시
2021,경기도 의정부시,4115000000,463661,73525,15.9,경기도 의정부시
2021,경기도 안양시,4117000000,547178,79282,14.5,경기도 안양시
2021,경기도 부천시,4119000000,806067,118668,14.7,경기도 부천시
2021,경기도 광명시,4121000000,292893,43045,14.7,경기도 광명시
2021,경기도 평택시,4122000000,564288,70123,12.4,경기도 평택시
2021,경기도 동두천시,4125000000,93592,19926,21.3,경기도 동두천시
2021,경기도 안산시,4127000000,652726,76366,11.7,경기도 안산시
2021,경기도 고양시,4128000000,1079353,154134,14.3,경기도 고양시
2021,경기도 과천시,4129000000,73345,10358,14.1,경기도 과천시
2021,경기도 구리시,4131000000,191948,27820,14.5,경기도 구리시
2021,경기도 남양주시,4136000000,733798,108285,14.8,경기도 남양주시
2021,경기도 오산시,4137000000,229983,23589,10.3,경기도 오산시
2021,경기도 시흥시,4139000000,512030,50915,9.9,경기도 시흥시
2021,경기도 군포시,4141000000,268535,38296,14.3,경기도 군포시
2021,경기도 의왕시,4143000000,163356,23644,14.5,경기도 의왕시
2021,경기도 하남시,4145000000,320087,41540,13,경기도 하남시
2021,경기도 용인시,4146000000,1077508,150263,13.9,경기도 용인시
2021,경기도 파주시,4148000000,483245,69084,14.3,경기도 파주시
2021,경기도 이천시,4150000000,223177,33034,14.8,경기도 이천시
2021,경기도 안성시,4155000000,189534,34629,18.3,경기도 안성시
2021,경기도 김포시,4157000000,486508,62780,12.9,경기도 김포시
2021,경기도 화성시,4159000000,887015,82470,9.3,경기도 화성시
2021,경기도 광주시,4161000000,387289,55328,14.3,경기도 광주시
2021,경기도 양주시,4163000000,236368,39036,16.5,경기도 양주시
2021,경기도 포천시,4165000000,148939,31080,20.9,경기도 포천시
2021,경기도 여주시,4167000000,112150,25854,23.1,경기도 여주시
2021,경기도 연천군,4180000000,42721,11814,27.7,경기도 연천군
2021,경기도 가평군,4182000000,62264,17035,27.4,경기도 가평군
2021,경기도 양평군,4183000000,121230,32375,26.7,경기도 양평군
2021,충청북도 청주시,4311000000,848482,119867,14.1,충청북도 청주시
2021,충청북도 충주시,4313000000,209358,43795,20.9,충청북도 충주시
2021,충청북도 제천시,4315000000,131591,30632,23.3,충청북도 제천시
2021,충청북도 보은군,4372000000,31878,11506,36.1,충청북도 보은군
2021,충청북도 옥천군,4373000000,50093,15581,31.1,충청북도 옥천군
2021,충청북도 영동군,4374000000,45773,15295,33.4,충청북도 영동군
2021,충청북도 증평군,4374500000,36426,6782,18.6,충청북도 증평군
2021,충청북도 진천군,4375000000,85176,14427,16.9,충청북도 진천군
2021,충청북도 괴산군,4376000000,38122,13562,35.6,충청북도 괴산군
2021,충청북도 음성군,4377000000,92197,20783,22.5,충청북도 음성군
2021,충청북도 단양군,4380000000,28331,9286,32.8,충청북도 단양군
2021,충청남도 천안시,4413000000,658486,76090,11.6,충청남도 천안시
2021,충청남도 공주시,4415000000,103145,28478,27.6,충청남도 공주시
2021,충청남도 보령시,4418000000,98408,26851,27.3,충청남도 보령시
2021,충청남도 아산시,4420000000,324580,44602,13.7,충청남도 아산시
2021,충청남도 서산시,4421000000,176645,33834,19.2,충청남도 서산시
2021,충청남도 논산시,4423000000,114483,31783,27.8,충청남도 논산시
2021,충청남도 계룡시,4425000000,43331,5506,12.7,충청남도 계룡시
2021,충청남도 당진시,4427000000,167092,32517,19.5,충청남도 당진시
2021,충청남도 금산군,4471000000,50477,16507,32.7,충청남도 금산군
2021,충청남도 부여군,4476000000,63774,23199,36.4,충청남도 부여군
2021,충청남도 서천군,4477000000,50745,19315,38.1,충청남도 서천군
2021,충청남도 청양군,4479000000,30440,11292,37.1,충청남도 청양군
2021,충청남도 홍성군,4480000000,99324,24603,24.8,충청남도 홍성군
2021,충청남도 예산군,4481000000,76801,25262,32.9,충청남도 예산군
2021,충청남도 태안군,4482500000,61526,20140,32.7,충청남도 태안군
2021,전라남도 목포시,4611000000,218589,39063,17.9,전라남도 목포시
2021,전라남도 여수시,4613000000,276762,56362,20.4,전라남도 여수시
2021,전라남도 순천시,4615000000,281436,46062,16.4,전라남도 순천시
2021,전라남도 나주시,4617000000,116726,26740,22.9,전라남도 나주시
2021,전라남도 광양시,4623000000,150531,20994,13.9,전라남도 광양시
2021,전라남도 담양군,4671000000,46180,14662,31.7,전라남도 담양군
2021,전라남도 곡성군,4672000000,27535,10233,37.2,전라남도 곡성군
2021,전라남도 구례군,4673000000,25235,8968,35.5,전라남도 구례군
2021,전라북도 고창군,4677000000,53386,19042,35.7,전라북도 고창군
2021,전라남도 고흥군,4677000000,62762,26507,42.2,전라남도 고흥군
2021,전라남도 보성군,4678000000,39375,15714,39.9,전라남도 보성군
2021,전라남도 화순군,4679000000,62624,17232,27.5,전라남도 화순군
2021,전라북도 장수군,4680000000,21695,7716,35.6,전라북도 장수군
2021,전라남도 장흥군,4680000000,36547,13022,35.6,전라남도 장흥군
2021,전라남도 강진군,4681000000,33753,12131,35.9,전라남도 강진군
2021,전라남도 해남군,4682000000,67166,22562,33.6,전라남도 해남군
2021,전라남도 영암군,4683000000,52937,14648,27.7,전라남도 영암군
2021,전라북도 무주군,4684000000,23748,8153,34.3,전라북도 무주군
2021,전라북도 부안군,4684000000,50795,17509,34.5,전라북도 부안군
2021,전라남도 무안군,4684000000,91107,17986,19.7,전라남도 무안군
2021,전라남도 함평군,4686000000,31274,11867,37.9,전라남도 함평군
