연도,시군구,법정동코드,총 인구,고령자 수,고령자 비율 (%),시군구명
2024,전라남도 함평군,4686000000,30010,12410,41.4,전라남도 함평군
2024,전라남도 영광군,4687000000,52098,16677,32,전라남도 영광군
2024,전라남도 장성군,4688000000,42026,14454,34.4,전라남도 장성군
2024,전라북도 완주군,4689000000,99279,25240,25.4,전라북도 완주군
2024,전라남도 완도군,4689000000,45631,17080,37.4,전라남도 완도군
2024,전라북도 진안군,4690000000,24161,9725,40.3,전라북도 진안군
2024,전라남도 진도군,4690000000,28478,10745,37.7,전라남도 진도군
2024,전라남도 신안군,4691000000,38173,15292,40.1,전라남도 신안군
2024,경상북도 포항시,4711000000,491581,110312,22.4,경상북도 포항시
2024,경상북도 경주시,4713000000,244769,67248,27.5,경상북도 경주시
2024,경상북도 김천시,4715000000,135446,37426,27.6,경상북도 김천시
2024,경상북도 안동시,4717000000,153159,43801,28.6,경상북도 안동시
2024,경상북도 구미시,4719000000,404820,52744,13,경상북도 구미시
2024,경상북도 영주시,4721000000,98870,31570,31.9,경상북도 영주시
2024,경상북도 영천시,4723000000,98143,32977,33.6,경상북도 영천시
2024,경상북도 상주시,4725000000,91850,33659,36.6,경상북도 상주시
2024,경상북도 문경시,4728000000,67257,24095,35.8,경상북도 문경시
2024,경상북도 경산시,4729000000,266398,55091,20.7,경상북도 경산시
2024,경상북도 군위군,4773000000,-,-,-,경상북도 군위군
2024,경상북도 의성군,4773000000,48690,23118,47.5,경상북도 의성군
2024,경상북도 청송군,4775000000,23716,10367,43.7,경상북도 청송군
2024,경상북도 영양군,4776000000,15328,6601,43.1,경상북도 영양군
2024,경상북도 영덕군,4777000000,33210,14452,43.5,경상북도 영덕군
2024,경상북도 청도군,4782000000,40582,17964,44.3,경상북도 청도군
2024,경상북도 고령군,4783000000,30062,11392,37.9,경상북도 고령군
2024,경상북도 성주군,4784000000,41452,16044,38.7,경상북도 성주군
2024,경상북도 칠곡군,4785000000,107383,21825,20.3,경상북도 칠곡군
2024,경상북도 예천군,4790000000,54609,18265,33.4,경상북도 예천군
2024,경상북도 봉화군,4792000000,28836,12579,43.6,경상북도 봉화군
2024,경상북도 울진군,4793000000,46124,14955,32.4,경상북도 울진군
2024,경상북도 울릉군,4794000000,9099,2742,30.1,경상북도 울릉군
2024,경상남도 창원시,4812000000,999858,192030,19.2,경상남도 창원시
2024,경상남도 진주시,4817000000,338785,70225,20.7,경상남도 진주시
2024,경상남도 통영시,4822000000,118481,30233,25.5,경상남도 통영시
2024,경상남도 사천시,4824000000,108504,28071,25.9,경상남도 사천시
2024,경상남도 김해시,4825000000,531676,80326,15.1,경상남도 김해시
2024,경상남도 밀양시,4827000000,100691,35004,34.8,경상남도 밀양시
2024,경상남도 거제시,4831000000,232972,36274,15.6,경상남도 거제시
2024,경상남도 양산시,4833000000,359531,64107,17.8,경상남도 양산시
2024,경상남도 의령군,4872000000,25150,10654,42.4,경상남도 의령군
2024,경상남도 함안군,4873000000,58842,18566,31.6,경상남도 함안군
2024,경상남도 창녕군,4874000000,56085,21387,38.1,경상남도 창녕군
2024,경상남도 고성군,4882000000,48005,17847,37.2,경상남도 고성군
2024,경상남도 남해군,4884000000,39832,17045,42.8,경상남도 남해군
2024,경상남도 하동군,4885000000,40765,16817,41.3,경상남도 하동군
2024,경상남도 산청군,4886000000,33259,14142,42.5,경상남도 산청군
2024,경상남도 함양군,4887000000,36131,14215,39.3,경상남도 함양군
2024,경상남도 거창군,4888000000,59588,19182,32.2,경상남도 거창군
2024,경상남도 합천군,4889000000,40225,18205,45.3,경상남도 합천군
2024,제주특별자치도 제주시,5011000000,488348,85251,17.5,제주특별자치도 제주시
2024,제주특별자치도 서귀포시,5013000000,182020,41734,22.9,제주특별자치도 서귀포시
2024,강원도 춘천시,5111000000,286069,61370,21.5,강원도 춘천시
2024,강원도 원주시,5113000000,362164,68912,19,강원도 원주시
2024,강원도 강릉시,5115000000,207731,54279,26.1,강원도 강릉시
2024,강원도 동해시,5117000000,87675,21889,25,강원도 동해시
2024,강원도 태백시,5119000000,37936,11801,31.1,강원도 태백시
2024,강원도 속초시,5121000000,80933,19453,24,강원도 속초시
2024,강원도 삼척시,5123000000,61735,18709,30.3,강원도 삼척시
2024,강원도 홍천군,5172000000,66717,22411,33.6,강원도 홍천군
2024,강원도 횡성군,5173000000,46111,16949,36.8,강원도 횡성군
2024,강원도 영월군,5175000000,36721,13164,35.8,강원도 영월군
2024,강원도 평창군,5176000000,40396,14167,35.1,강원도 평창군
2024,강원도 정선군,5177000000,33515,11691,34.9,강원도 정선군
2024,강원도 철원군,5178000000,40497,11487,28.4,강원도 철원군
2024,강원도 화천군,5179000000,22922,6380,27.8,강원도 화천군
2024,강원도 양구군,5180000000,20621,5488,26.6,강원도 양구군
2024,강원도 인제군,5181000000,31535,7993,25.3,강원도 인제군
2024,강원도 고성군,5182000000,26999,9123,33.8,강원도 고성군
2024,강원도 양양군,5183000000,27489,9704,35.3,강원도 양양군
2024,전라북도 전주시,5211000000,635651,117495,18.5,전라북도 전주시
2024,전라북도 군산시,5213000000,258047,59458,23,전라북도 군산시
2024,전라북도 익산시,5214000000,268001,64800,24.2,전라북도 익산시
2024,전라북도 정읍시,5218000000,102127,32647,32,전라북도 정읍시
2024,전라북도 남원시,5219000000,75647,24831,32.8,전라북도 남원시
2024,전라북도 김제시,5221000000,80635,28533,35.4,전라북도 김제시
2024,전라북도 임실군,5275000000,25577,10617,41.5,전라북도 임실군
2024,전라북도 순창군,5277000000,26822,10126,37.8,전라북도 순창군
